datetime,weekday,flow_usage,power_usage,idle_time
2026-01-01 01:35:00,4,0.98,15.356,0
2026-01-01 01:36:00,4,0.989,15.277,0
2026-01-01 01:37:00,4,0.97,28.939,0
2026-01-01 01:38:00,4,0.968,15.46,0
2026-01-01 01:39:00,4,0.987,15.398,0
2026-01-01 01:40:00,4,0.971,15.232,0
2026-01-01 01:41:00,4,0.985,15.297,0
2026-01-01 01:42:00,4,0.997,15.305,0
2026-01-01 01:43:00,4,0.999,15.295,0
2026-01-01 01:44:00,4,0.991,15.201,0
2026-01-01 01:45:00,4,0.984,15.47,0
2026-01-01 01:46:00,4,0.971,15.331,0
2026-01-01 01:47:00,4,0.993,15.022,0
2026-01-01 01:48:00,4,0.979,15.224,0
2026-01-01 01:49:00,4,0.971,15.353,0
2026-01-01 01:50:00,4,0.982,15.294,0
2026-01-01 01:51:00,4,0.995,15.16,0
2026-01-01 01:52:00,4,0.99,15.346,0
2026-01-01 01:53:00,4,0.964,15.052,0
2026-01-01 01:54:00,4,0.979,15.228,0
2026-01-01 01:55:00,4,0.954,15.239,0
2026-01-01 01:56:00,4,0.989,15.327,0
2026-01-01 01:57:00,4,0.989,36.27,0
2026-01-01 01:58:00,4,1.0,15.185,0
2026-01-01 01:59:00,4,0.978,15.108,0
2026-01-01 02:00:00,4,0.97,15.321,0
2026-01-01 02:01:00,4,0.995,15.286,0
2026-01-01 02:02:00,4,0.95,15.497,0
2026-01-01 02:03:00,4,0.986,15.493,0
2026-01-01 02:04:00,4,0.964,15.398,0
2026-01-01 02:05:00,4,0.978,15.433,0
2026-01-01 02:06:00,4,0.962,15.329,0
2026-01-01 02:07:00,4,0.971,15.224,0
2026-01-01 02:08:00,4,0.953,15.274,0
2026-01-01 02:09:00,4,0.969,15.234,0
2026-01-01 02:10:00,4,0.962,15.079,0
2026-01-01 02:11:00,4,0.958,15.206,0
2026-01-01 02:12:00,4,0.956,15.35,0
2026-01-01 02:13:00,4,0.961,15.069,0
2026-01-01 02:14:00,4,0.982,15.389,0
2026-01-01 02:15:00,4,0.964,15.48,0
2026-01-01 02:16:00,4,0.973,15.37,0
2026-01-01 02:17:00,4,0.985,25.626,0
2026-01-01 02:18:00,4,0.962,15.165,0
2026-01-01 02:19:00,4,0.993,15.122,0
2026-01-01 02:20:00,4,1.0,15.166,0
2026-01-01 02:21:00,4,0.952,15.335,0
2026-01-01 02:22:00,4,0.973,15.226,0
2026-01-01 02:23:00,4,0.959,15.026,0
2026-01-01 02:24:00,4,0.998,15.49,0
2026-01-01 02:25:00,4,0.98,15.117,0
2026-01-01 02:26:00,4,0.991,15.406,0
2026-01-01 02:27:00,4,0.979,15.447,0
2026-01-01 02:28:00,4,0.967,15.363,0
2026-01-01 02:29:00,4,0.994,15.044,0
2026-01-01 02:30:00,4,0.962,15.165,0
2026-01-01 02:31:00,4,0.963,15.031,0
2026-01-01 02:32:00,4,0.952,15.07,0
2026-01-01 02:33:00,4,0.966,15.39,0
2026-01-01 02:34:00,4,0.954,15.442,0
2026-01-01 02:35:00,4,0.994,15.053,0
2026-01-01 02:36:00,4,0.979,32.665,0
2026-01-01 02:37:00,4,0.965,15.332,0
2026-01-01 02:38:00,4,0.962,15.263,0
2026-01-01 02:39:00,4,0.983,15.392,0
2026-01-01 02:40:00,4,0.978,15.182,0
2026-01-01 02:41:00,4,0.997,15.39,0
2026-01-01 02:42:00,4,0.959,15.141,0
2026-01-01 02:43:00,4,0.999,15.12,0
2026-01-01 02:44:00,4,0.975,15.433,0
2026-01-01 02:45:00,4,0.993,15.049,0
2026-01-01 02:46:00,4,0.966,15.339,0
2026-01-01 02:47:00,4,0.984,15.046,0
2026-01-01 02:48:00,4,0.99,15.271,0
2026-01-01 02:49:00,4,0.964,15.295,0
2026-01-01 02:50:00,4,0.973,15.108,0
2026-01-01 02:51:00,4,0.976,15.414,0
2026-01-01 02:52:00,4,0.968,15.46,0
2026-01-01 02:53:00,4,0.969,15.242,0
2026-01-01 02:54:00,4,0.991,15.078,0
2026-01-01 02:55:00,4,0.972,15.126,0
2026-01-01 02:56:00,4,0.982,36.715,0
2026-01-01 02:57:00,4,0.974,15.261,0
2026-01-01 02:58:00,4,0.978,15.297,0
2026-01-01 02:59:00,4,0.998,15.115,0
2026-01-01 03:00:00,4,0.99,15.408,0
2026-01-01 03:01:00,4,0.999,15.392,0
2026-01-01 03:02:00,4,0.987,15.137,0
2026-01-01 03:03:00,4,0.958,15.129,0
2026-01-01 03:04:00,4,0.988,15.26,0
2026-01-01 03:05:00,4,0.998,15.239,0
2026-01-01 03:06:00,4,0.987,15.38,0
2026-01-01 03:07:00,4,0.956,15.051,0
2026-01-01 03:08:00,4,0.967,15.324,0
2026-01-01 03:09:00,4,0.977,15.09,0
2026-01-01 03:10:00,4,0.999,15.474,0
2026-01-01 03:11:00,4,0.958,15.416,0
2026-01-01 03:12:00,4,0.966,15.34,0
2026-01-01 03:13:00,4,0.958,15.463,0
2026-01-01 03:14:00,4,0.987,15.123,0
2026-01-01 03:15:00,4,0.966,31.193,0
2026-01-01 03:16:00,4,0.998,15.223,0
2026-01-01 03:17:00,4,0.951,15.288,0
2026-01-01 03:18:00,4,0.984,15.106,0
2026-01-01 03:19:00,4,0.986,15.363,0
2026-01-01 03:20:00,4,0.992,15.268,0
2026-01-01 03:21:00,4,0.954,15.124,0
2026-01-01 03:22:00,4,0.981,15.254,0
2026-01-01 03:23:00,4,0.983,15.451,0
2026-01-01 03:24:00,4,0.988,15.079,0
2026-01-01 03:25:00,4,0.998,15.076,0
2026-01-01 03:26:00,4,0.993,15.347,0
2026-01-01 03:27:00,4,0.992,15.318,0
2026-01-01 03:28:00,4,0.987,15.472,0
2026-01-01 03:29:00,4,0.96,15.07,0
2026-01-01 03:30:00,4,0.975,15.008,0
2026-01-01 03:31:00,4,0.995,15.049,0
2026-01-01 03:32:00,4,0.987,15.479,0
2026-01-01 03:33:00,4,0.979,15.438,0
2026-01-01 03:34:00,4,0.978,15.143,0
2026-01-01 03:35:00,4,0.952,33.803,0
2026-01-01 03:36:00,4,0.994,15.232,0
2026-01-01 03:37:00,4,0.993,15.445,0
2026-01-01 03:38:00,4,0.951,15.035,0
2026-01-01 03:39:00,4,0.983,15.065,0
2026-01-01 03:40:00,4,0.987,15.45,0
2026-01-01 03:41:00,4,0.975,15.12,0
2026-01-01 03:42:00,4,0.99,15.052,0
2026-01-01 03:43:00,4,0.974,15.015,0
2026-01-01 03:44:00,4,0.979,15.493,0
2026-01-01 03:45:00,4,0.955,15.277,0
2026-01-01 03:46:00,4,0.968,15.173,0
2026-01-01 03:47:00,4,0.978,15.033,0
2026-01-01 03:48:00,4,0.983,15.017,0
2026-01-01 03:49:00,4,0.967,15.112,0
2026-01-01 03:50:00,4,0.969,15.119,0
2026-01-01 03:51:00,4,0.955,15.204,0
2026-01-01 03:52:00,4,0.961,15.208,0
2026-01-01 03:53:00,4,0.968,15.401,0
2026-01-01 03:54:00,4,0.995,32.692,0
2026-01-01 03:55:00,4,0.975,15.11,0
2026-01-01 03:56:00,4,0.982,15.135,0
2026-01-01 03:57:00,4,0.958,15.353,0
2026-01-01 03:58:00,4,0.961,15.113,0
2026-01-01 03:59:00,4,0.976,15.391,0
2026-01-01 04:00:00,4,0.988,15.266,0
2026-01-01 04:01:00,4,0.988,15.25,0
2026-01-01 04:02:00,4,0.965,15.129,0
2026-01-01 04:03:00,4,0.966,15.04,0
2026-01-01 04:04:00,4,0.96,15.205,0
2026-01-01 04:05:00,4,0.998,15.297,0
2026-01-01 04:06:00,4,0.975,15.393,0
2026-01-01 04:07:00,4,0.956,15.406,0
2026-01-01 04:08:00,4,0.99,15.109,0
2026-01-01 04:09:00,4,0.972,15.389,0
2026-01-01 04:10:00,4,0.967,15.222,0
2026-01-01 04:11:00,4,0.981,15.003,0
2026-01-01 04:12:00,4,0.98,15.225,0
2026-01-01 04:13:00,4,0.99,15.259,0
2026-01-01 04:14:00,4,0.989,25.877,0
2026-01-01 04:15:00,4,0.974,15.486,0
2026-01-01 04:16:00,4,0.99,15.309,0
2026-01-01 04:17:00,4,0.996,15.43,0
2026-01-01 04:18:00,4,0.952,15.263,0
2026-01-01 04:19:00,4,0.967,15.387,0
2026-01-01 04:20:00,4,0.959,15.427,0
2026-01-01 04:21:00,4,0.966,15.471,0
2026-01-01 04:22:00,4,0.965,15.206,0
2026-01-01 04:23:00,4,0.956,15.264,0
2026-01-01 04:24:00,4,0.961,15.354,0
2026-01-01 04:25:00,4,0.996,15.329,0
2026-01-01 04:26:00,4,0.981,15.109,0
2026-01-01 04:27:00,4,0.997,15.266,0
2026-01-01 04:28:00,4,0.97,15.068,0
2026-01-01 04:29:00,4,0.954,15.378,0
2026-01-01 04:30:00,4,0.96,15.336,0
2026-01-01 04:31:00,4,0.981,15.23,0
2026-01-01 04:32:00,4,0.959,15.251,0
2026-01-01 04:33:00,4,0.973,15.385,0
2026-01-01 04:34:00,4,0.986,32.969,0
2026-01-01 04:35:00,4,0.995,15.367,0
2026-01-01 04:36:00,4,0.995,15.427,0
2026-01-01 04:37:00,4,0.961,15.331,0
2026-01-01 04:38:00,4,1.0,15.212,0
2026-01-01 04:39:00,4,0.961,15.476,0
2026-01-01 04:40:00,4,0.956,15.478,0
2026-01-01 04:41:00,4,0.96,15.15,0
2026-01-01 04:42:00,4,0.97,15.021,0
2026-01-01 04:43:00,4,0.963,15.19,0
2026-01-01 04:44:00,4,0.961,15.302,0
2026-01-01 04:45:00,4,0.958,15.415,0
2026-01-01 04:46:00,4,0.979,15.045,0
2026-01-01 04:47:00,4,0.954,15.197,0
2026-01-01 04:48:00,4,0.974,15.425,0
2026-01-01 04:49:00,4,0.951,15.125,0
2026-01-01 04:50:00,4,0.98,15.115,0
2026-01-01 04:51:00,4,0.957,15.355,0
2026-01-01 04:52:00,4,0.99,15.421,0
2026-01-01 04:53:00,4,0.969,36.843,0
2026-01-01 04:54:00,4,0.963,15.093,0
2026-01-01 04:55:00,4,0.976,15.315,0
2026-01-01 04:56:00,4,0.969,15.375,0
2026-01-01 04:57:00,4,0.981,15.069,0
2026-01-01 04:58:00,4,0.998,15.14,0
2026-01-01 04:59:00,4,0.977,15.452,0
2026-01-01 05:00:00,4,0.984,15.284,0
2026-01-01 05:01:00,4,0.966,15.234,0
2026-01-01 05:02:00,4,0.995,15.148,0
2026-01-01 05:03:00,4,0.958,15.205,0
2026-01-01 05:04:00,4,0.994,15.357,0
2026-01-01 05:05:00,4,0.982,15.062,0
2026-01-01 05:06:00,4,0.976,15.084,0
2026-01-01 05:07:00,4,0.987,15.193,0
2026-01-01 05:08:00,4,0.991,15.208,0
2026-01-01 05:09:00,4,0.98,15.499,0
2026-01-01 05:10:00,4,0.975,15.144,0
2026-01-01 05:11:00,4,0.997,15.345,0
2026-01-01 05:12:00,4,0.991,15.167,0
2026-01-01 05:13:00,4,0.974,35.504,0
2026-01-01 05:14:00,4,0.962,15.012,0
2026-01-01 05:15:00,4,0.994,15.474,0
2026-01-01 05:16:00,4,0.983,15.137,0
2026-01-01 05:17:00,4,0.972,15.206,0
2026-01-01 05:18:00,4,0.993,15.322,0
2026-01-01 05:19:00,4,0.962,15.295,0
2026-01-01 05:20:00,4,0.999,15.326,0
2026-01-01 05:21:00,4,0.97,15.34,0
2026-01-01 05:22:00,4,0.957,15.404,0
2026-01-01 05:23:00,4,0.976,15.415,0
2026-01-01 05:24:00,4,0.984,15.18,0
2026-01-01 05:25:00,4,0.965,15.32,0
2026-01-01 05:26:00,4,0.984,15.113,0
2026-01-01 05:27:00,4,0.953,15.237,0
2026-01-01 05:28:00,4,0.996,15.291,0
2026-01-01 05:29:00,4,0.977,15.094,0
2026-01-01 05:30:00,4,0.975,15.018,0
2026-01-01 05:31:00,4,0.967,15.278,0
2026-01-01 05:32:00,4,0.988,32.874,0
2026-01-01 05:33:00,4,0.963,15.427,0
2026-01-01 05:34:00,4,0.962,15.222,0
2026-01-01 05:35:00,4,0.99,15.409,0
2026-01-01 05:36:00,4,0.992,15.252,0
2026-01-01 05:37:00,4,0.996,15.038,0
2026-01-01 05:38:00,4,0.968,15.046,0
2026-01-01 05:39:00,4,0.95,15.417,0
2026-01-01 05:40:00,4,0.975,15.488,0
2026-01-01 05:41:00,4,0.999,15.225,0
2026-01-01 05:42:00,4,0.997,15.099,0
2026-01-01 05:43:00,4,0.979,15.063,0
2026-01-01 05:44:00,4,0.98,15.079,0
2026-01-01 05:45:00,4,0.966,15.272,0
2026-01-01 05:46:00,4,0.973,15.086,0
2026-01-01 05:47:00,4,0.99,15.155,0
2026-01-01 05:48:00,4,0.976,15.396,0
2026-01-01 05:49:00,4,0.973,15.252,0
2026-01-01 05:50:00,4,0.967,15.294,0
2026-01-01 05:51:00,4,0.975,15.246,0
2026-01-01 05:52:00,4,0.987,35.675,0
2026-01-01 05:53:00,4,0.999,15.237,0
2026-01-01 05:54:00,4,0.99,15.158,0
2026-01-01 05:55:00,4,0.958,15.18,0
2026-01-01 05:56:00,4,0.953,15.029,0
2026-01-01 05:57:00,4,0.972,15.387,0
2026-01-01 05:58:00,4,0.987,15.384,0
2026-01-01 05:59:00,4,0.963,15.282,0
2026-01-01 06:00:00,4,0.97,15.489,0
2026-01-01 06:01:00,4,0.974,15.243,0
2026-01-01 06:02:00,4,0.995,15.151,0
2026-01-01 06:03:00,4,0.996,15.01,0
2026-01-01 06:04:00,4,0.956,15.14,0
2026-01-01 06:05:00,4,0.985,15.457,0
2026-01-01 06:06:00,4,0.983,15.325,0
2026-01-01 06:07:00,4,0.955,15.052,0
2026-01-01 06:08:00,4,0.989,15.211,0
2026-01-01 06:09:00,4,0.951,15.314,0
2026-01-01 06:10:00,4,0.979,15.211,0
2026-01-01 06:11:00,4,0.993,32.738,0
2026-01-01 06:12:00,4,0.968,15.168,0
2026-01-01 06:13:00,4,0.974,15.196,0
2026-01-01 06:14:00,4,0.978,15.115,0
2026-01-01 06:15:00,4,0.993,15.077,0
2026-01-01 06:16:00,4,0.966,15.301,0
2026-01-01 06:17:00,4,0.988,15.13,0
2026-01-01 06:18:00,4,0.991,15.106,0
2026-01-01 06:19:00,4,0.954,15.461,0
2026-01-01 06:20:00,4,0.974,15.15,0
2026-01-01 06:21:00,4,0.95,15.079,0
2026-01-01 06:22:00,4,0.985,15.183,0
2026-01-01 06:23:00,4,0.978,15.263,0
2026-01-01 06:24:00,4,0.957,15.375,0
2026-01-01 06:25:00,4,0.971,15.077,0
2026-01-01 06:26:00,4,0.967,15.17,0
2026-01-01 06:27:00,4,0.967,15.363,0
2026-01-01 06:28:00,4,0.977,15.127,0
2026-01-01 06:29:00,4,0.975,15.276,0
2026-01-01 06:30:00,4,0.97,15.244,0
2026-01-01 06:31:00,4,0.986,27.207,0
2026-01-01 06:32:00,4,0.98,15.38,0
2026-01-01 06:33:00,4,0.971,15.324,0
2026-01-01 06:34:00,4,0.986,15.392,0
2026-01-01 06:35:00,4,0.979,15.379,0
2026-01-01 06:36:00,4,0.979,15.428,0
2026-01-01 06:37:00,4,0.96,15.433,0
2026-01-01 06:38:00,4,0.957,15.319,0
2026-01-01 06:39:00,4,0.976,15.453,0
2026-01-01 06:40:00,4,0.997,15.386,0
2026-01-01 06:41:00,4,0.96,15.048,0
2026-01-01 06:42:00,4,0.979,15.497,0
2026-01-01 06:43:00,4,0.966,15.32,0
2026-01-01 06:44:00,4,0.962,15.328,0
2026-01-01 06:45:00,4,0.995,15.428,0
2026-01-01 06:46:00,4,0.985,15.014,0
2026-01-01 06:47:00,4,0.984,15.432,0
2026-01-01 06:48:00,4,0.999,15.041,0
2026-01-01 06:49:00,4,0.956,15.217,0
2026-01-01 06:50:00,4,0.995,15.424,0
2026-01-01 06:51:00,4,0.996,29.329,0
2026-01-01 06:52:00,4,0.959,15.358,0
2026-01-01 06:53:00,4,0.97,15.061,0
2026-01-01 06:54:00,4,0.969,15.365,0
2026-01-01 06:55:00,4,0.954,15.263,0
2026-01-01 06:56:00,4,0.982,15.054,0
2026-01-01 06:57:00,4,0.972,15.088,0
2026-01-01 06:58:00,4,0.991,15.467,0
2026-01-01 06:59:00,4,0.975,15.258,0
2026-01-01 07:00:00,4,0.985,15.054,0
2026-01-01 07:01:00,4,0.96,15.336,0
2026-01-01 07:02:00,4,0.98,15.275,0
2026-01-01 07:03:00,4,0.995,15.148,0
2026-01-01 07:04:00,4,0.953,15.464,0
2026-01-01 07:05:00,4,0.981,15.128,0
2026-01-01 07:06:00,4,0.985,15.464,0
2026-01-01 07:07:00,4,0.979,15.405,0
2026-01-01 07:08:00,4,0.966,15.093,0
2026-01-01 07:09:00,4,0.957,15.031,0
2026-01-01 07:10:00,4,0.997,26.748,0
2026-01-01 07:11:00,4,0.953,15.467,0
2026-01-01 07:12:00,4,0.971,15.349,0
2026-01-01 07:13:00,4,0.964,15.021,0
2026-01-01 07:14:00,4,0.969,15.394,0
2026-01-01 07:15:00,4,0.966,15.185,0
2026-01-01 07:16:00,4,0.973,15.448,0
2026-01-01 07:17:00,4,0.957,15.414,0
2026-01-01 07:18:00,4,0.987,15.095,0
2026-01-01 07:19:00,4,0.987,15.343,0
2026-01-01 07:20:00,4,0.995,15.176,0
2026-01-01 07:21:00,4,0.978,15.295,0
2026-01-01 07:22:00,4,0.983,15.175,0
2026-01-01 07:23:00,4,0.982,15.167,0
2026-01-01 07:24:00,4,0.979,15.058,0
2026-01-01 07:25:00,4,0.973,15.343,0
2026-01-01 07:26:00,4,0.997,15.434,0
2026-01-01 07:27:00,4,0.993,15.113,0
2026-01-01 07:28:00,4,0.994,15.249,0
2026-01-01 07:29:00,4,0.99,15.288,0
2026-01-01 07:30:00,4,0.966,36.923,0
2026-01-01 07:31:00,4,0.969,15.041,0
2026-01-01 07:32:00,4,0.993,15.497,0
2026-01-01 07:33:00,4,0.983,15.339,0
2026-01-01 07:34:00,4,0.999,15.002,0
2026-01-01 07:35:00,4,0.962,15.446,0
2026-01-01 07:36:00,4,0.992,15.037,0
2026-01-01 07:37:00,4,0.996,15.473,0
2026-01-01 07:38:00,4,0.974,15.277,0
2026-01-01 07:39:00,4,0.983,15.112,0
2026-01-01 07:40:00,4,0.954,15.461,0
2026-01-01 07:41:00,4,0.973,15.291,0
2026-01-01 07:42:00,4,0.953,15.262,0
2026-01-01 07:43:00,4,0.964,15.189,0
2026-01-01 07:44:00,4,0.964,15.038,0
2026-01-01 07:45:00,4,0.976,15.133,0
2026-01-01 07:46:00,4,0.985,15.417,0
2026-01-01 07:47:00,4,0.996,15.475,0
2026-01-01 07:48:00,4,0.99,15.008,0
2026-01-01 07:49:00,4,0.957,27.174,0
2026-01-01 07:50:00,4,0.976,15.36,0
2026-01-01 07:51:00,4,0.973,15.188,0
2026-01-01 07:52:00,4,0.966,15.023,0
2026-01-01 07:53:00,4,0.991,15.055,0
2026-01-01 07:54:00,4,0.962,15.412,0
2026-01-01 07:55:00,4,0.972,15.002,0
2026-01-01 07:56:00,4,0.991,15.226,0
2026-01-01 07:57:00,4,0.977,15.121,0
2026-01-01 07:58:00,4,0.983,15.445,0
2026-01-01 07:59:00,4,0.968,15.456,0
2026-01-01 08:00:00,4,0.994,15.278,0
2026-01-01 08:01:00,4,0.953,15.138,0
2026-01-01 08:02:00,4,0.968,15.027,0
2026-01-01 08:03:00,4,0.975,15.118,0
2026-01-01 08:04:00,4,0.967,15.05,0
2026-01-01 08:05:00,4,0.967,15.241,0
2026-01-01 08:06:00,4,0.957,15.182,0
2026-01-01 08:07:00,4,0.951,15.348,0
2026-01-01 08:08:00,4,0.965,15.347,0
2026-01-01 08:09:00,4,0.978,32.36,0
2026-01-01 08:10:00,4,0.986,15.401,0
2026-01-01 08:11:00,4,0.967,15.323,0
2026-01-01 08:12:00,4,0.975,15.08,0
2026-01-01 08:13:00,4,0.996,15.407,0
2026-01-01 08:14:00,4,0.973,15.466,0
2026-01-01 08:15:00,4,0.969,15.105,0
2026-01-01 08:16:00,4,0.983,15.147,0
2026-01-01 08:17:00,4,0.983,15.099,0
2026-01-01 08:18:00,4,0.976,15.317,0
2026-01-01 08:19:00,4,0.97,15.498,0
2026-01-01 08:20:00,4,0.968,15.091,0
2026-01-01 08:21:00,4,0.952,15.432,0
2026-01-01 08:22:00,4,0.98,15.29,0
2026-01-01 08:23:00,4,0.975,15.222,0
2026-01-01 08:24:00,4,0.969,15.419,0
2026-01-01 08:25:00,4,0.953,15.368,0
2026-01-01 08:26:00,4,0.969,15.024,0
2026-01-01 08:27:00,4,0.969,15.126,0
2026-01-01 08:28:00,4,0.975,25.47,0
2026-01-01 08:29:00,4,0.959,15.451,0
2026-01-01 08:30:00,4,0.994,15.177,0
2026-01-01 08:31:00,4,0.991,15.454,0
2026-01-01 08:32:00,4,1.0,15.432,0
2026-01-01 08:33:00,4,0.988,15.254,0
2026-01-01 08:34:00,4,0.966,15.486,0
2026-01-01 08:35:00,4,0.978,15.461,0
2026-01-01 08:36:00,4,0.988,15.268,0
2026-01-01 08:37:00,4,0.955,15.209,0
2026-01-01 08:38:00,4,0.994,15.022,0
2026-01-01 08:39:00,4,0.964,15.24,0
2026-01-01 08:40:00,4,0.993,15.177,0
2026-01-01 08:41:00,4,0.987,15.346,0
2026-01-01 08:42:00,4,0.989,15.05,0
2026-01-01 08:43:00,4,0.973,15.25,0
2026-01-01 08:44:00,4,0.965,15.127,0
2026-01-01 08:45:00,4,0.971,15.236,0
2026-01-01 08:46:00,4,0.97,15.192,0
2026-01-01 08:47:00,4,0.988,15.498,0
2026-01-01 08:48:00,4,0.984,29.39,0
2026-01-01 08:49:00,4,0.965,15.086,0
2026-01-01 08:50:00,4,0.988,15.204,0
2026-01-01 08:51:00,4,0.981,15.3,0
2026-01-01 08:52:00,4,0.999,15.473,0
2026-01-01 08:53:00,4,0.97,15.196,0
2026-01-01 08:54:00,4,0.979,15.071,0
2026-01-01 08:55:00,4,0.96,15.439,0
2026-01-01 08:56:00,4,0.986,15.073,0
2026-01-01 08:57:00,4,0.97,15.048,0
2026-01-01 08:58:00,4,0.987,15.458,0
2026-01-01 08:59:00,4,0.954,15.064,0
2026-01-01 09:00:00,4,1.269,21.942,1
2026-01-01 09:01:00,4,5.379,29.843,1
2026-01-01 09:02:00,4,1.238,19.204,1
2026-01-01 09:03:00,4,4.532,31.715,1
2026-01-01 09:04:00,4,5.918,35.28,1
2026-01-01 09:05:00,4,4.548,36.256,1
2026-01-01 09:06:00,4,3.474,17.177,1
2026-01-01 09:07:00,4,1.306,19.592,1
2026-01-01 09:08:00,4,5.347,28.63,1
2026-01-01 09:09:00,4,3.179,29.412,1
2026-01-01 09:10:00,4,3.408,32.83,1
2026-01-01 09:11:00,4,2.805,32.217,1
2026-01-01 09:12:00,4,3.005,32.345,1
2026-01-01 09:13:00,4,4.465,31.083,1
2026-01-01 09:14:00,4,3.739,22.037,1
2026-01-01 09:15:00,4,2.98,17.315,1
2026-01-01 09:16:00,4,3.306,15.158,1
2026-01-01 09:17:00,4,5.769,29.872,1
