datetime,weekday,flow_usage,power_usage
2026-05-31 23:45:00,7,0.0,0.0
2026-05-31 23:46:00,7,0.0,0.0
2026-05-31 23:47:00,7,0.0,0.0
2026-05-31 23:48:00,7,0.0,0.0
2026-05-31 23:49:00,7,0.0,0.0
2026-05-31 23:50:00,7,0.0,0.0
2026-05-31 23:51:00,7,0.0,0.0
2026-05-31 23:52:00,7,0.0,0.0
2026-05-31 23:53:00,7,0.0,0.0
2026-05-31 23:54:00,7,0.0,0.0
2026-05-31 23:55:00,7,0.0,0.0
2026-05-31 23:56:00,7,0.0,0.0
2026-05-31 23:57:00,7,0.0,0.0
2026-05-31 23:58:00,7,0.0,0.0
2026-05-31 23:59:00,7,0.0,0.0
2026-06-01 00:00:00,1,0.977,31.953
2026-06-01 00:01:00,1,0.968,15.14
2026-06-01 00:02:00,1,0.966,15.066
2026-06-01 00:03:00,1,0.974,15.001
2026-06-01 00:04:00,1,0.953,15.052
2026-06-01 00:05:00,1,0.95,15.217
2026-06-01 00:06:00,1,0.962,15.231
2026-06-01 00:07:00,1,0.969,15.385
2026-06-01 00:08:00,1,0.961,15.287
2026-06-01 00:09:00,1,0.978,15.269
2026-06-01 00:10:00,1,0.987,15.285
2026-06-01 00:11:00,1,0.984,15.253
2026-06-01 00:12:00,1,0.978,15.14
2026-06-01 00:13:00,1,0.973,15.448
2026-06-01 00:14:00,1,0.955,15.414
2026-06-01 00:15:00,1,0.969,15.103
2026-06-01 00:16:00,1,0.95,15.489
2026-06-01 00:17:00,1,0.958,15.461
2026-06-01 00:18:00,1,0.959,15.212
2026-06-01 00:19:00,1,0.975,35.595
2026-06-01 00:20:00,1,0.96,15.327
2026-06-01 00:21:00,1,0.99,15.02
2026-06-01 00:22:00,1,0.993,15.232
2026-06-01 00:23:00,1,0.967,15.384
2026-06-01 00:24:00,1,0.98,15.011
2026-06-01 00:25:00,1,0.974,15.26
2026-06-01 00:26:00,1,0.991,15.262
2026-06-01 00:27:00,1,0.963,15.472
2026-06-01 00:28:00,1,0.965,15.405
2026-06-01 00:29:00,1,0.96,15.484
2026-06-01 00:30:00,1,0.973,15.497
2026-06-01 00:31:00,1,0.986,15.469
2026-06-01 00:32:00,1,0.999,15.412
2026-06-01 00:33:00,1,0.961,15.375
2026-06-01 00:34:00,1,0.999,15.293
2026-06-01 00:35:00,1,0.984,15.022
2026-06-01 00:36:00,1,0.968,15.067
2026-06-01 00:37:00,1,0.969,15.139
2026-06-01 00:38:00,1,0.957,15.352
2026-06-01 00:39:00,1,0.955,31.914
2026-06-01 00:40:00,1,0.991,15.474
2026-06-01 00:41:00,1,0.963,15.268
2026-06-01 00:42:00,1,0.951,15.229
2026-06-01 00:43:00,1,0.983,15.393
2026-06-01 00:44:00,1,0.987,15.461
2026-06-01 00:45:00,1,0.996,15.284
2026-06-01 00:46:00,1,0.974,15.477
2026-06-01 00:47:00,1,0.981,15.452
2026-06-01 00:48:00,1,0.971,15.405
2026-06-01 00:49:00,1,1.0,15.252
2026-06-01 00:50:00,1,0.961,15.489
2026-06-01 00:51:00,1,0.99,15.016
2026-06-01 00:52:00,1,0.967,15.384
2026-06-01 00:53:00,1,0.999,15.333
2026-06-01 00:54:00,1,0.986,15.298
2026-06-01 00:55:00,1,0.993,15.416
2026-06-01 00:56:00,1,0.976,15.471
2026-06-01 00:57:00,1,0.964,15.436
2026-06-01 00:58:00,1,0.996,28.259
2026-06-01 00:59:00,1,0.985,15.249
2026-06-01 01:00:00,1,0.999,15.336
2026-06-01 01:01:00,1,0.986,15.244
2026-06-01 01:02:00,1,0.953,15.2
2026-06-01 01:03:00,1,0.974,15.244
2026-06-01 01:04:00,1,0.952,15.242
2026-06-01 01:05:00,1,0.997,15.323
2026-06-01 01:06:00,1,0.993,15.132
2026-06-01 01:07:00,1,0.999,15.013
2026-06-01 01:08:00,1,0.987,15.39
2026-06-01 01:09:00,1,0.977,15.491
2026-06-01 01:10:00,1,0.981,15.045
2026-06-01 01:11:00,1,0.995,15.183
2026-06-01 01:12:00,1,0.959,15.005
2026-06-01 01:13:00,1,0.961,15.41
2026-06-01 01:14:00,1,0.979,15.265
2026-06-01 01:15:00,1,0.985,15.138
2026-06-01 01:16:00,1,0.963,15.03
2026-06-01 01:17:00,1,0.968,15.272
2026-06-01 01:18:00,1,0.986,33.636
2026-06-01 01:19:00,1,0.984,15.011
2026-06-01 01:20:00,1,0.979,15.352
2026-06-01 01:21:00,1,0.986,15.325
2026-06-01 01:22:00,1,0.977,15.062
2026-06-01 01:23:00,1,0.991,15.068
2026-06-01 01:24:00,1,1.0,15.077
2026-06-01 01:25:00,1,0.991,15.366
2026-06-01 01:26:00,1,0.988,15.039
2026-06-01 01:27:00,1,0.992,15.492
2026-06-01 01:28:00,1,0.968,15.044
2026-06-01 01:29:00,1,0.956,15.367
2026-06-01 01:30:00,1,0.997,15.089
2026-06-01 01:31:00,1,0.986,15.204
2026-06-01 01:32:00,1,0.997,15.306
2026-06-01 01:33:00,1,0.953,15.292
2026-06-01 01:34:00,1,0.997,15.124
2026-06-01 01:35:00,1,0.99,15.266
2026-06-01 01:36:00,1,0.999,15.439
2026-06-01 01:37:00,1,0.966,27.251
2026-06-01 01:38:00,1,0.955,15.218
2026-06-01 01:39:00,1,0.967,15.384
2026-06-01 01:40:00,1,0.977,15.277
2026-06-01 01:41:00,1,0.981,15.278
2026-06-01 01:42:00,1,0.989,15.239
2026-06-01 01:43:00,1,0.95,15.364
2026-06-01 01:44:00,1,0.998,15.081
2026-06-01 01:45:00,1,0.96,15.441
2026-06-01 01:46:00,1,0.957,15.05
2026-06-01 01:47:00,1,0.997,15.343
2026-06-01 01:48:00,1,0.994,15.033
2026-06-01 01:49:00,1,0.982,15.098
2026-06-01 01:50:00,1,0.977,15.373
2026-06-01 01:51:00,1,0.987,15.445
2026-06-01 01:52:00,1,0.984,15.475
2026-06-01 01:53:00,1,0.968,15.28
2026-06-01 01:54:00,1,0.965,15.178
2026-06-01 01:55:00,1,0.96,15.256
2026-06-01 01:56:00,1,0.968,15.293
2026-06-01 01:57:00,1,0.973,32.46
2026-06-01 01:58:00,1,0.959,15.467
2026-06-01 01:59:00,1,0.976,15.422
2026-06-01 02:00:00,1,0.962,15.117
2026-06-01 02:01:00,1,0.979,15.007
2026-06-01 02:02:00,1,0.989,15.363
2026-06-01 02:03:00,1,0.975,15.4
2026-06-01 02:04:00,1,0.951,15.499
2026-06-01 02:05:00,1,0.984,15.479
2026-06-01 02:06:00,1,0.997,15.071
2026-06-01 02:07:00,1,0.983,15.456
2026-06-01 02:08:00,1,0.994,15.305
2026-06-01 02:09:00,1,0.974,15.354
2026-06-01 02:10:00,1,0.975,15.076
2026-06-01 02:11:00,1,0.993,15.013
2026-06-01 02:12:00,1,0.968,15.206
2026-06-01 02:13:00,1,0.973,15.415
2026-06-01 02:14:00,1,0.958,15.259
2026-06-01 02:15:00,1,0.969,15.475
2026-06-01 02:16:00,1,0.951,15.415
2026-06-01 02:17:00,1,0.992,34.975
2026-06-01 02:18:00,1,0.991,15.235
2026-06-01 02:19:00,1,0.989,15.279
2026-06-01 02:20:00,1,0.989,15.298
2026-06-01 02:21:00,1,0.971,15.315
2026-06-01 02:22:00,1,0.972,15.274
2026-06-01 02:23:00,1,0.967,15.427
2026-06-01 02:24:00,1,0.973,15.032
2026-06-01 02:25:00,1,0.963,15.047
2026-06-01 02:26:00,1,0.984,15.325
2026-06-01 02:27:00,1,0.956,15.227
2026-06-01 02:28:00,1,0.954,15.205
2026-06-01 02:29:00,1,0.963,15.432
2026-06-01 02:30:00,1,0.957,15.476
2026-06-01 02:31:00,1,0.999,15.484
2026-06-01 02:32:00,1,0.972,15.484
2026-06-01 02:33:00,1,0.996,15.132
2026-06-01 02:34:00,1,0.986,15.155
2026-06-01 02:35:00,1,0.977,15.216
2026-06-01 02:36:00,1,0.98,36.656
2026-06-01 02:37:00,1,0.969,15.464
2026-06-01 02:38:00,1,0.999,15.253
2026-06-01 02:39:00,1,0.963,15.364
2026-06-01 02:40:00,1,0.963,15.193
2026-06-01 02:41:00,1,0.957,15.051
2026-06-01 02:42:00,1,0.992,15.454
2026-06-01 02:43:00,1,0.985,15.403
2026-06-01 02:44:00,1,0.991,15.007
2026-06-01 02:45:00,1,0.973,15.124
2026-06-01 02:46:00,1,1.0,15.104
2026-06-01 02:47:00,1,0.992,15.321
2026-06-01 02:48:00,1,0.968,15.434
2026-06-01 02:49:00,1,0.993,15.182
2026-06-01 02:50:00,1,0.954,15.242
2026-06-01 02:51:00,1,0.958,15.018
2026-06-01 02:52:00,1,0.964,15.332
2026-06-01 02:53:00,1,0.975,15.343
2026-06-01 02:54:00,1,0.988,15.415
2026-06-01 02:55:00,1,0.956,15.313
2026-06-01 02:56:00,1,0.968,28.352
2026-06-01 02:57:00,1,0.956,15.383
2026-06-01 02:58:00,1,0.982,15.326
2026-06-01 02:59:00,1,0.977,15.357
2026-06-01 03:00:00,1,0.978,15.039
2026-06-01 03:01:00,1,0.994,15.094
2026-06-01 03:02:00,1,0.98,15.12
2026-06-01 03:03:00,1,0.986,15.342
2026-06-01 03:04:00,1,0.988,15.144
2026-06-01 03:05:00,1,0.965,15.182
2026-06-01 03:06:00,1,0.98,15.265
2026-06-01 03:07:00,1,0.999,15.111
2026-06-01 03:08:00,1,0.957,15.219
2026-06-01 03:09:00,1,0.987,15.072
2026-06-01 03:10:00,1,0.999,15.308
2026-06-01 03:11:00,1,0.982,15.123
2026-06-01 03:12:00,1,0.975,15.134
2026-06-01 03:13:00,1,0.997,15.104
2026-06-01 03:14:00,1,0.997,15.276
2026-06-01 03:15:00,1,0.965,35.595
2026-06-01 03:16:00,1,0.994,15.438
2026-06-01 03:17:00,1,0.963,15.305
2026-06-01 03:18:00,1,0.984,15.079
2026-06-01 03:19:00,1,0.983,15.003
2026-06-01 03:20:00,1,0.965,15.324
2026-06-01 03:21:00,1,0.975,15.378
2026-06-01 03:22:00,1,0.994,15.408
2026-06-01 03:23:00,1,0.981,15.465
2026-06-01 03:24:00,1,0.985,15.048
2026-06-01 03:25:00,1,0.971,15.45
2026-06-01 03:26:00,1,0.976,15.288
2026-06-01 03:27:00,1,0.984,15.055
2026-06-01 03:28:00,1,0.984,15.464
2026-06-01 03:29:00,1,0.977,15.204
2026-06-01 03:30:00,1,0.952,15.37
2026-06-01 03:31:00,1,0.953,15.394
2026-06-01 03:32:00,1,0.985,15.448
2026-06-01 03:33:00,1,0.959,15.386
2026-06-01 03:34:00,1,0.957,15.207
2026-06-01 03:35:00,1,0.963,33.278
2026-06-01 03:36:00,1,0.973,15.43
2026-06-01 03:37:00,1,0.979,15.069
2026-06-01 03:38:00,1,0.969,15.036
2026-06-01 03:39:00,1,1.0,15.456
2026-06-01 03:40:00,1,0.986,15.097
2026-06-01 03:41:00,1,0.973,15.49
2026-06-01 03:42:00,1,0.965,15.269
2026-06-01 03:43:00,1,0.978,15.238
2026-06-01 03:44:00,1,1.0,15.439
2026-06-01 03:45:00,1,0.987,15.371
2026-06-01 03:46:00,1,0.959,15.359
2026-06-01 03:47:00,1,0.988,15.453
2026-06-01 03:48:00,1,0.999,15.403
2026-06-01 03:49:00,1,0.98,15.321
2026-06-01 03:50:00,1,0.966,15.09
2026-06-01 03:51:00,1,0.965,15.275
2026-06-01 03:52:00,1,0.954,15.064
2026-06-01 03:53:00,1,0.976,15.106
2026-06-01 03:54:00,1,0.968,32.477
2026-06-01 03:55:00,1,0.967,15.45
2026-06-01 03:56:00,1,0.955,15.426
2026-06-01 03:57:00,1,0.961,15.029
2026-06-01 03:58:00,1,0.976,15.417
2026-06-01 03:59:00,1,0.977,15.056
2026-06-01 04:00:00,1,1.0,15.219
2026-06-01 04:01:00,1,0.966,15.086
2026-06-01 04:02:00,1,0.97,15.417
2026-06-01 04:03:00,1,0.957,15.184
2026-06-01 04:04:00,1,0.951,15.488
2026-06-01 04:05:00,1,0.972,15.491
2026-06-01 04:06:00,1,1.0,15.411
2026-06-01 04:07:00,1,0.959,15.332
2026-06-01 04:08:00,1,0.958,15.41
2026-06-01 04:09:00,1,0.96,15.299
2026-06-01 04:10:00,1,0.968,15.323
2026-06-01 04:11:00,1,0.994,15.046
2026-06-01 04:12:00,1,0.962,15.208
2026-06-01 04:13:00,1,0.979,15.057
2026-06-01 04:14:00,1,0.951,29.101
2026-06-01 04:15:00,1,0.976,15.038
2026-06-01 04:16:00,1,0.968,15.339
2026-06-01 04:17:00,1,0.967,15.38
2026-06-01 04:18:00,1,0.998,15.05
2026-06-01 04:19:00,1,0.994,15.443
2026-06-01 04:20:00,1,0.967,15.285
2026-06-01 04:21:00,1,0.991,15.116
2026-06-01 04:22:00,1,0.975,15.339
2026-06-01 04:23:00,1,0.975,15.399
2026-06-01 04:24:00,1,0.994,15.348
2026-06-01 04:25:00,1,0.991,15.083
2026-06-01 04:26:00,1,0.968,15.321
2026-06-01 04:27:00,1,1.0,15.09
2026-06-01 04:28:00,1,0.953,15.287
2026-06-01 04:29:00,1,0.993,15.073
2026-06-01 04:30:00,1,0.963,15.05
2026-06-01 04:31:00,1,0.979,15.268
2026-06-01 04:32:00,1,0.976,15.474
2026-06-01 04:33:00,1,0.969,15.497
2026-06-01 04:34:00,1,0.97,35.496
2026-06-01 04:35:00,1,0.956,15.275
2026-06-01 04:36:00,1,0.954,15.367
2026-06-01 04:37:00,1,0.961,15.225
2026-06-01 04:38:00,1,0.972,15.071
2026-06-01 04:39:00,1,0.982,15.087
2026-06-01 04:40:00,1,0.969,15.182
2026-06-01 04:41:00,1,0.987,15.284
2026-06-01 04:42:00,1,0.952,15.314
2026-06-01 04:43:00,1,0.954,15.294
2026-06-01 04:44:00,1,0.968,15.393
2026-06-01 04:45:00,1,0.995,15.35
2026-06-01 04:46:00,1,0.974,15.393
2026-06-01 04:47:00,1,0.984,15.258
2026-06-01 04:48:00,1,0.968,15.099
2026-06-01 04:49:00,1,0.957,15.353
2026-06-01 04:50:00,1,0.986,15.39
2026-06-01 04:51:00,1,0.97,15.029
2026-06-01 04:52:00,1,0.958,15.334
2026-06-01 04:53:00,1,0.98,27.392
2026-06-01 04:54:00,1,0.978,15.27
2026-06-01 04:55:00,1,0.966,15.377
2026-06-01 04:56:00,1,0.994,15.377
2026-06-01 04:57:00,1,0.994,15.471
2026-06-01 04:58:00,1,0.968,15.02
2026-06-01 04:59:00,1,0.956,15.356
2026-06-01 05:00:00,1,0.987,15.474
2026-06-01 05:01:00,1,0.95,15.051
2026-06-01 05:02:00,1,0.977,15.474
2026-06-01 05:03:00,1,0.952,15.273
2026-06-01 05:04:00,1,0.972,15.343
2026-06-01 05:05:00,1,0.957,15.115
2026-06-01 05:06:00,1,0.982,15.344
2026-06-01 05:07:00,1,0.991,15.297
2026-06-01 05:08:00,1,0.991,15.295
2026-06-01 05:09:00,1,0.985,15.366
2026-06-01 05:10:00,1,0.97,15.049
2026-06-01 05:11:00,1,0.959,15.257
2026-06-01 05:12:00,1,0.955,15.414
2026-06-01 05:13:00,1,0.994,29.952
2026-06-01 05:14:00,1,0.975,15.039
2026-06-01 05:15:00,1,0.973,15.279
2026-06-01 05:16:00,1,0.977,15.124
2026-06-01 05:17:00,1,0.966,15.357
2026-06-01 05:18:00,1,0.975,15.344
2026-06-01 05:19:00,1,0.974,15.283
2026-06-01 05:20:00,1,0.975,15.054
2026-06-01 05:21:00,1,0.992,15.26
2026-06-01 05:22:00,1,0.976,15.2
2026-06-01 05:23:00,1,0.962,15.409
2026-06-01 05:24:00,1,0.992,15.098
2026-06-01 05:25:00,1,0.98,15.24
2026-06-01 05:26:00,1,0.959,15.159
2026-06-01 05:27:00,1,0.973,15.225
2026-06-01 05:28:00,1,0.979,15.107
2026-06-01 05:29:00,1,0.977,15.233
2026-06-01 05:30:00,1,0.968,15.005
2026-06-01 05:31:00,1,0.971,15.243
2026-06-01 05:32:00,1,0.99,33.972
2026-06-01 05:33:00,1,0.989,15.308
2026-06-01 05:34:00,1,0.965,15.137
2026-06-01 05:35:00,1,0.969,15.466
2026-06-01 05:36:00,1,0.979,15.365
2026-06-01 05:37:00,1,0.981,15.09
2026-06-01 05:38:00,1,0.976,15.007
2026-06-01 05:39:00,1,0.965,15.035
2026-06-01 05:40:00,1,0.998,15.132
2026-06-01 05:41:00,1,0.987,15.064
2026-06-01 05:42:00,1,0.965,15.199
2026-06-01 05:43:00,1,0.958,15.338
2026-06-01 05:44:00,1,0.984,15.104
2026-06-01 05:45:00,1,0.986,15.083
2026-06-01 05:46:00,1,0.955,15.157
2026-06-01 05:47:00,1,0.968,15.272
2026-06-01 05:48:00,1,0.958,15.002
2026-06-01 05:49:00,1,0.986,15.273
2026-06-01 05:50:00,1,0.953,15.356
2026-06-01 05:51:00,1,0.98,15.446
2026-06-01 05:52:00,1,0.995,32.862
2026-06-01 05:53:00,1,0.955,15.278
2026-06-01 05:54:00,1,0.952,15.299
2026-06-01 05:55:00,1,0.996,15.06
2026-06-01 05:56:00,1,0.961,15.383
2026-06-01 05:57:00,1,0.951,15.498
2026-06-01 05:58:00,1,0.981,15.35
2026-06-01 05:59:00,1,0.992,15.387
2026-06-01 06:00:00,1,0.982,15.015
2026-06-01 06:01:00,1,0.988,15.142
2026-06-01 06:02:00,1,0.987,15.36
2026-06-01 06:03:00,1,0.99,15.474
2026-06-01 06:04:00,1,0.98,15.103
2026-06-01 06:05:00,1,0.993,15.263
2026-06-01 06:06:00,1,0.957,15.071
2026-06-01 06:07:00,1,0.999,15.29
2026-06-01 06:08:00,1,0.968,15.136
2026-06-01 06:09:00,1,0.967,15.189
2026-06-01 06:10:00,1,0.972,15.243
2026-06-01 06:11:00,1,0.996,25.316
2026-06-01 06:12:00,1,0.976,15.475
2026-06-01 06:13:00,1,0.998,15.354
2026-06-01 06:14:00,1,0.973,15.28
2026-06-01 06:15:00,1,0.977,15.228
2026-06-01 06:16:00,1,0.997,15.151
2026-06-01 06:17:00,1,0.997,15.384
2026-06-01 06:18:00,1,0.975,15.193
2026-06-01 06:19:00,1,0.974,15.168
2026-06-01 06:20:00,1,0.955,15.465
2026-06-01 06:21:00,1,0.953,15.063
2026-06-01 06:22:00,1,0.989,15.115
2026-06-01 06:23:00,1,0.983,15.387
2026-06-01 06:24:00,1,0.971,15.456
2026-06-01 06:25:00,1,0.963,15.074
2026-06-01 06:26:00,1,0.951,15.204
2026-06-01 06:27:00,1,0.967,15.004
2026-06-01 06:28:00,1,0.992,15.448
2026-06-01 06:29:00,1,0.968,15.155
2026-06-01 06:30:00,1,0.969,15.199
2026-06-01 06:31:00,1,0.964,31.187
2026-06-01 06:32:00,1,0.96,15.047
2026-06-01 06:33:00,1,0.965,15.308
2026-06-01 06:34:00,1,0.952,15.097
2026-06-01 06:35:00,1,0.976,15.43
2026-06-01 06:36:00,1,0.967,15.423
2026-06-01 06:37:00,1,0.988,15.215
2026-06-01 06:38:00,1,0.966,15.465
2026-06-01 06:39:00,1,0.953,15.22
2026-06-01 06:40:00,1,0.976,15.143
2026-06-01 06:41:00,1,0.991,15.113
2026-06-01 06:42:00,1,0.966,15.464
2026-06-01 06:43:00,1,0.951,15.412
2026-06-01 06:44:00,1,0.966,15.121
2026-06-01 06:45:00,1,0.996,15.08
2026-06-01 06:46:00,1,0.995,15.21
2026-06-01 06:47:00,1,0.974,15.438
2026-06-01 06:48:00,1,0.993,15.093
2026-06-01 06:49:00,1,0.962,15.407
2026-06-01 06:50:00,1,0.989,15.109
2026-06-01 06:51:00,1,0.983,32.365
2026-06-01 06:52:00,1,0.969,15.306
2026-06-01 06:53:00,1,0.982,15.042
2026-06-01 06:54:00,1,0.987,15.221
2026-06-01 06:55:00,1,0.975,15.32
2026-06-01 06:56:00,1,0.962,15.414
2026-06-01 06:57:00,1,0.951,15.314
2026-06-01 06:58:00,1,0.989,15.396
2026-06-01 06:59:00,1,0.991,15.122
2026-06-01 07:00:00,1,0.968,15.21
2026-06-01 07:01:00,1,0.96,15.071
2026-06-01 07:02:00,1,0.984,15.426
2026-06-01 07:03:00,1,0.969,15.416
2026-06-01 07:04:00,1,0.972,15.053
2026-06-01 07:05:00,1,0.987,15.267
2026-06-01 07:06:00,1,0.957,15.2
2026-06-01 07:07:00,1,0.958,15.222
2026-06-01 07:08:00,1,0.981,15.04
2026-06-01 07:09:00,1,0.958,15.179
2026-06-01 07:10:00,1,0.958,31.905
2026-06-01 07:11:00,1,0.973,15.433
2026-06-01 07:12:00,1,0.996,15.286
2026-06-01 07:13:00,1,0.988,15.334
2026-06-01 07:14:00,1,0.973,15.419
2026-06-01 07:15:00,1,0.969,15.397
2026-06-01 07:16:00,1,0.993,15.485
2026-06-01 07:17:00,1,0.972,15.32
2026-06-01 07:18:00,1,0.978,15.171
2026-06-01 07:19:00,1,0.962,15.367
2026-06-01 07:20:00,1,0.979,15.064
2026-06-01 07:21:00,1,0.971,15.265
2026-06-01 07:22:00,1,0.982,15.236
2026-06-01 07:23:00,1,0.968,15.14
2026-06-01 07:24:00,1,0.966,15.037
2026-06-01 07:25:00,1,0.967,15.26
2026-06-01 07:26:00,1,0.972,15.016
2026-06-01 07:27:00,1,0.958,15.265
2026-06-01 07:28:00,1,0.965,15.235
2026-06-01 07:29:00,1,0.992,15.153
2026-06-01 07:30:00,1,0.987,29.532
2026-06-01 07:31:00,1,0.983,15.398
2026-06-01 07:32:00,1,0.991,15.105
2026-06-01 07:33:00,1,0.991,15.347
2026-06-01 07:34:00,1,1.0,15.235
2026-06-01 07:35:00,1,0.998,15.314
2026-06-01 07:36:00,1,0.953,15.333
2026-06-01 07:37:00,1,0.976,15.242
2026-06-01 07:38:00,1,0.98,15.303
2026-06-01 07:39:00,1,0.971,15.225
2026-06-01 07:40:00,1,0.969,15.418
2026-06-01 07:41:00,1,0.972,15.044
2026-06-01 07:42:00,1,0.981,15.197
2026-06-01 07:43:00,1,0.96,15.223
2026-06-01 07:44:00,1,0.964,15.16
2026-06-01 07:45:00,1,0.958,15.001
2026-06-01 07:46:00,1,0.981,15.332
2026-06-01 07:47:00,1,0.954,15.417
2026-06-01 07:48:00,1,0.988,15.298
2026-06-01 07:49:00,1,0.956,27.1
2026-06-01 07:50:00,1,0.954,15.321
2026-06-01 07:51:00,1,0.993,15.441
2026-06-01 07:52:00,1,0.988,15.336
2026-06-01 07:53:00,1,0.997,15.146
2026-06-01 07:54:00,1,0.997,15.413
2026-06-01 07:55:00,1,0.954,15.243
2026-06-01 07:56:00,1,0.989,15.39
2026-06-01 07:57:00,1,0.973,15.459
2026-06-01 07:58:00,1,0.976,15.235
2026-06-01 07:59:00,1,0.99,15.346
2026-06-01 08:00:00,1,0.956,15.005
2026-06-01 08:01:00,1,0.992,15.244
2026-06-01 08:02:00,1,0.991,15.24
2026-06-01 08:03:00,1,0.964,15.178
2026-06-01 08:04:00,1,0.989,15.485
2026-06-01 08:05:00,1,0.96,15.428
2026-06-01 08:06:00,1,0.978,15.175
2026-06-01 08:07:00,1,0.96,15.175
2026-06-01 08:08:00,1,0.988,15.003
2026-06-01 08:09:00,1,0.959,34.244
2026-06-01 08:10:00,1,0.988,15.376
2026-06-01 08:11:00,1,0.955,15.36
2026-06-01 08:12:00,1,0.962,15.251
2026-06-01 08:13:00,1,0.978,15.439
2026-06-01 08:14:00,1,0.986,15.015
2026-06-01 08:15:00,1,0.96,15.216
2026-06-01 08:16:00,1,0.996,15.318
2026-06-01 08:17:00,1,1.0,15.03
2026-06-01 08:18:00,1,0.963,15.224
2026-06-01 08:19:00,1,0.975,15.016
2026-06-01 08:20:00,1,0.966,15.003
2026-06-01 08:21:00,1,1.0,15.302
2026-06-01 08:22:00,1,0.977,15.01
2026-06-01 08:23:00,1,0.968,15.434
2026-06-01 08:24:00,1,0.97,15.181
2026-06-01 08:25:00,1,0.968,15.352
2026-06-01 08:26:00,1,0.981,15.418
2026-06-01 08:27:00,1,0.97,15.195
2026-06-01 08:28:00,1,0.964,34.651
2026-06-01 08:29:00,1,0.982,15.079
2026-06-01 08:30:00,1,0.972,15.411
2026-06-01 08:31:00,1,0.99,15.489
2026-06-01 08:32:00,1,0.998,15.29
2026-06-01 08:33:00,1,0.991,15.24
2026-06-01 08:34:00,1,0.984,15.498
2026-06-01 08:35:00,1,0.975,15.211
2026-06-01 08:36:00,1,0.991,15.197
2026-06-01 08:37:00,1,0.977,15.005
2026-06-01 08:38:00,1,0.965,15.3
2026-06-01 08:39:00,1,0.989,15.184
2026-06-01 08:40:00,1,0.997,15.19
2026-06-01 08:41:00,1,0.983,15.218
2026-06-01 08:42:00,1,0.963,15.03
2026-06-01 08:43:00,1,0.951,15.334
2026-06-01 08:44:00,1,0.954,15.298
2026-06-01 08:45:00,1,0.97,15.145
2026-06-01 08:46:00,1,0.977,15.359
2026-06-01 08:47:00,1,0.973,15.472
2026-06-01 08:48:00,1,0.988,33.586
2026-06-01 08:49:00,1,0.996,15.36
2026-06-01 08:50:00,1,0.958,15.057
2026-06-01 08:51:00,1,0.993,15.108
2026-06-01 08:52:00,1,0.951,15.479
2026-06-01 08:53:00,1,0.984,15.041
2026-06-01 08:54:00,1,0.96,15.315
2026-06-01 08:55:00,1,0.955,15.173
2026-06-01 08:56:00,1,0.961,15.396
2026-06-01 08:57:00,1,0.993,15.391
2026-06-01 08:58:00,1,0.986,15.321
2026-06-01 08:59:00,1,0.961,15.099
2026-06-01 09:00:00,1,5.9,16.772
2026-06-01 09:01:00,1,4.41,17.459
2026-06-01 09:02:00,1,2.646,29.059
2026-06-01 09:03:00,1,4.13,27.393
2026-06-01 09:04:00,1,1.851,30.494
2026-06-01 09:05:00,1,1.992,26.183
2026-06-01 09:06:00,1,2.92,26.181
